ID_Aluno,ID_Disciplina,Presenca,Nota_Midterm,Nota_Final,Nota_Projetos,Nota_Total,Conceito
S3631,Business,89.14,96.85,82.61,70.25,90.66,B
S3632,CS,58.03,89.46,79.08,60.22,99.98,C
S3633,Business,98.8,98.33,66.45,76.69,72.83,A
S3634,Engineering,65.75,50.77,63.87,87.9,96.82,C
S3635,Engineering,,52.81,61.9,78.97,74.52,A
S3636,CS,63.74,41.01,57.01,61.09,89.1,F
S3637,CS,78.97,83.48,45.14,60.39,78.66,C
S3638,CS,52.93,78.65,56.09,51.85,94.2,C
S3639,Business,,50.68,59.27,71.32,72.44,B
S3640,Business,87.29,87.47,72.86,71.64,84.79,A
S3641,Engineering,59.33,57.95,86.43,61.82,73.32,D
S3642,Business,61.78,48.1,63.74,88.21,92.85,C
S3643,CS,,65.35,96.69,69.32,99.72,A
S3644,Engineering,,45.46,89.64,83.47,62.17,D
S3645,Engineering,71.87,55.79,99.09,82.0,73.72,A
S3646,Business,,62.28,92.57,80.24,54.06,B
S3647,CS,67.34,91.11,77.0,95.4,57.05,A
S3648,Engineering,84.95,87.55,75.91,50.79,96.46,F
S3649,Business,54.51,66.57,47.77,53.4,77.18,C
S3650,Engineering,94.42,83.47,83.34,86.11,69.76,A
S3651,CS,95.47,74.12,76.01,67.68,83.57,A
S3652,Engineering,55.25,60.45,70.42,99.33,78.01,C
S3653,CS,99.54,83.55,81.6,60.82,64.44,B
S3654,Engineering,64.88,81.01,66.64,59.17,61.33,A
S3655,Mathematics,,77.15,71.43,79.41,79.51,F
S3656,Engineering,50.25,77.08,63.9,63.97,59.41,F
S3657,Engineering,70.43,80.98,83.04,67.02,56.96,D
S3658,Engineering,81.49,63.07,92.6,96.05,65.92,D
S3659,CS,,92.14,90.45,51.31,93.07,D
S3660,CS,91.84,49.74,87.16,76.56,51.84,A
S3661,Mathematics,85.83,93.03,40.83,66.74,91.66,A
S3662,Engineering,67.51,60.54,94.71,67.3,81.05,A
S3663,CS,86.72,47.5,56.49,62.39,52.02,A
S3664,CS,97.02,76.0,93.28,56.74,80.1,A
S3665,Engineering,54.65,62.56,51.82,51.72,71.3,C
S3666,Business,,88.93,66.38,99.38,92.06,C
S3667,Business,73.17,65.85,84.96,83.02,95.36,D
S3668,CS,74.9,80.11,78.42,88.86,64.32,A
S3669,Mathematics,77.11,58.5,64.96,53.25,89.21,C
S3670,Engineering,65.03,52.57,80.72,50.74,65.49,B
S3671,Engineering,,63.28,72.94,80.01,64.78,D
S3672,Engineering,82.25,76.41,56.54,86.19,59.63,A
S3673,CS,78.89,79.42,78.78,69.74,83.92,B
S3674,Mathematics,,74.69,52.25,69.39,63.08,F
S3675,CS,73.85,99.28,81.64,69.22,73.24,A
S3676,CS,67.81,81.47,40.19,57.64,90.61,B
S3677,Business,74.55,95.89,72.93,87.7,89.6,F
S3678,Engineering,96.09,47.08,64.06,60.76,92.77,A
S3679,Business,74.03,43.68,58.19,66.22,58.05,A
S3680,Engineering,50.7,58.66,70.94,83.56,79.34,D
S3681,CS,71.94,48.2,78.72,50.01,95.74,C
S3682,Mathematics,91.03,71.55,97.92,88.31,52.1,A
S3683,CS,89.0,71.14,89.98,94.95,89.73,A
S3684,Business,75.67,74.5,83.03,52.58,62.31,B
S3685,CS,,84.71,68.74,79.58,83.48,F
S3686,Business,73.25,98.28,63.53,70.42,85.87,F
S3687,CS,78.19,92.7,41.95,53.92,96.28,B
S3688,Engineering,99.99,47.1,61.55,84.11,75.44,A
S3689,Business,82.21,60.31,90.9,80.62,92.41,A
S3690,Engineering,84.71,55.35,63.04,82.13,52.27,C
S3691,Business,74.57,50.61,67.7,90.67,71.03,C
S3692,Business,,72.68,56.31,64.35,71.98,A
S3693,Business,90.65,73.2,56.45,83.85,76.91,A
S3694,Mathematics,74.75,53.63,43.71,87.17,74.07,B
S3695,Engineering,99.73,82.71,76.83,58.44,98.4,B
S3696,CS,72.86,83.97,66.88,97.85,53.93,F
S3697,CS,,41.26,76.36,67.0,63.25,B
S3698,CS,84.13,63.75,72.81,85.69,98.43,F
S3699,CS,52.33,93.41,87.93,87.7,72.27,D
S3700,Engineering,62.53,71.22,85.06,75.2,78.56,A
S3701,CS,67.69,60.86,86.29,56.44,54.05,F
S3702,CS,86.97,55.22,69.95,63.78,64.2,A
S3703,CS,74.71,54.6,61.23,61.71,51.98,F
S3704,Business,51.43,45.99,96.01,75.93,56.88,F
S3705,Engineering,80.84,89.03,43.26,63.06,81.67,D
S3706,CS,70.57,45.2,49.16,77.34,88.18,D
S3707,Business,96.09,57.54,65.18,64.41,93.5,A
S3708,CS,,42.74,76.84,50.05,62.57,F
S3709,Mathematics,85.45,86.88,40.49,68.16,66.64,A
S3710,Engineering,,42.36,83.16,80.34,78.47,F
S3711,CS,88.05,58.5,73.52,88.68,54.18,A
S3712,Engineering,86.05,74.4,69.08,51.42,90.34,A
S3713,Business,95.2,64.57,65.41,62.92,74.16,B
S3714,Engineering,51.69,56.94,71.17,99.27,98.28,C
S3715,Business,72.38,56.51,49.71,63.09,55.87,B
S3716,CS,83.96,87.87,46.52,88.86,56.66,B
S3717,CS,54.76,98.44,57.38,75.47,67.43,C
S3718,CS,70.53,60.88,82.57,56.11,60.34,D
S3719,CS,97.11,42.35,75.3,82.17,84.83,B
S3720,CS,,42.19,68.81,98.32,97.34,F
S3721,Mathematics,99.27,85.55,74.29,94.34,54.5,A
S3722,CS,52.84,73.14,73.56,84.51,62.11,C
S3723,Engineering,85.89,87.02,58.42,75.61,61.89,A
S3724,Engineering,79.05,81.85,45.85,65.97,75.45,F
S3725,Business,75.03,94.45,93.81,67.85,72.6,B
S3726,Mathematics,98.54,93.15,75.99,67.31,86.34,A
S3727,Business,56.48,87.3,81.86,96.1,86.63,C
S3728,Mathematics,94.8,68.51,67.84,60.57,78.64,B
S3729,Business,84.56,58.49,85.39,68.9,79.55,D
S3730,Mathematics,62.95,70.42,75.07,71.6,92.12,F
S3731,Business,95.08,70.12,43.23,70.45,69.85,B
S3732,CS,71.46,76.62,93.41,50.21,50.62,C
S3733,Engineering,,51.17,58.33,63.55,60.65,B
S3734,Engineering,69.44,79.34,48.27,74.93,51.77,C
S3735,CS,92.55,67.4,45.28,88.02,69.67,A
S3736,CS,81.83,77.21,83.23,78.47,67.89,C
S3737,Engineering,57.05,54.38,82.24,69.24,54.93,D
S3738,Mathematics,82.48,66.06,82.01,83.26,87.75,C
S3739,CS,59.57,52.61,94.95,83.29,77.65,F
S3740,Business,70.6,92.52,60.94,62.4,61.29,C
S3741,Business,58.51,69.28,73.67,55.19,87.96,F
S3742,Mathematics,,53.5,77.17,90.16,83.4,C
S3743,Mathematics,60.59,42.47,98.77,76.49,59.58,F
S3744,Business,76.82,80.54,58.74,58.83,99.14,F
S3745,Engineering,,52.88,97.38,63.1,58.87,D
S3746,CS,75.07,99.37,48.92,88.32,88.59,B
S3747,Engineering,62.38,72.02,85.84,82.66,98.41,B
S3748,Business,84.26,57.34,77.97,97.26,86.28,C
S3749,Business,,79.46,89.01,73.25,83.29,C
S3750,Business,67.9,56.51,41.72,52.61,95.17,F
S3751,CS,94.06,89.22,44.69,85.02,63.46,A
S3752,Engineering,82.2,58.49,44.18,62.75,63.86,A
S3753,CS,85.65,99.29,75.58,66.19,82.06,A
S3754,CS,63.87,76.31,76.18,59.83,94.11,B
S3755,CS,50.03,90.66,94.37,65.45,80.87,F
S3756,CS,93.27,44.37,68.06,91.47,98.85,A
S3757,Business,,60.9,44.08,78.84,61.15,B
S3758,CS,56.16,84.25,52.57,55.46,91.29,C
S3759,CS,,79.3,40.48,79.33,96.36,B
S3760,Mathematics,83.07,51.65,86.6,81.68,71.35,C
S3761,CS,82.61,61.37,88.94,94.24,98.1,D
S3762,CS,93.02,55.81,99.88,92.98,60.11,B
S3763,CS,57.01,76.8,64.73,53.14,97.64,D
S3764,CS,71.5,60.67,41.16,93.33,95.14,D
S3765,CS,54.86,58.54,54.08,52.54,53.31,C
S3766,CS,69.48,52.44,75.27,57.71,76.07,A
S3767,Engineering,50.76,64.54,97.72,55.58,76.44,F
S3768,CS,94.91,51.73,46.21,59.08,52.85,A
S3769,CS,,97.75,47.29,90.16,51.98,F
S3770,Business,,49.27,82.11,84.31,50.25,F
S3771,Engineering,53.0,94.8,80.03,84.35,76.23,F
S3772,Mathematics,61.37,65.71,55.03,96.11,73.19,D
S3773,Engineering,62.97,62.67,88.79,69.59,97.02,D
S3774,CS,69.33,53.88,47.73,50.16,67.12,B
S3775,Business,90.14,78.15,95.54,81.99,82.91,A
S3776,CS,69.33,81.13,52.06,93.4,50.38,C
S3777,CS,60.23,68.05,44.88,98.81,83.18,A
S3778,Engineering,,43.34,60.37,68.19,95.67,D
S3779,Engineering,53.97,95.11,51.27,91.11,67.74,C
S3780,Business,88.0,98.82,71.62,92.46,65.7,A
S3781,Mathematics,72.24,65.86,81.21,57.22,81.3,D
S3782,CS,86.31,76.82,69.46,81.57,66.43,A
S3783,Engineering,84.11,67.02,79.64,58.66,70.12,C
S3784,Engineering,56.77,59.31,61.9,72.33,63.66,D
S3785,Mathematics,57.14,44.64,41.68,93.96,67.24,D
S3786,Business,87.77,67.36,98.44,89.47,83.97,A
S3787,Mathematics,86.06,89.1,89.16,78.52,96.12,A
S3788,CS,68.9,41.02,44.41,90.44,79.16,F
S3789,Business,53.87,74.93,66.95,57.64,50.5,D
S3790,CS,50.6,92.85,78.1,59.75,63.19,F
S3791,CS,64.41,53.05,51.44,60.44,97.61,B
S3792,Mathematics,50.46,51.0,74.68,88.8,95.52,C
S3793,CS,61.5,86.34,72.02,94.55,55.78,F
S3794,Mathematics,70.98,55.31,52.5,78.14,95.42,A
S3795,CS,56.07,51.52,48.47,97.9,98.23,F
S3796,Business,55.21,62.68,85.54,86.4,66.23,D
S3797,CS,94.82,63.55,59.36,78.18,85.05,A
S3798,CS,79.27,92.45,54.64,80.58,78.0,C
S3799,CS,96.72,77.11,84.27,92.48,66.85,B
S3800,Engineering,67.29,64.36,84.16,54.51,57.67,B
S3801,CS,83.86,72.06,56.58,58.4,68.35,B
S3802,Engineering,60.23,97.24,92.35,63.31,96.39,F
S3803,CS,80.92,46.79,81.3,94.74,90.56,D
S3804,CS,56.48,52.46,60.75,97.25,66.53,C
S3805,CS,50.1,97.75,65.65,67.81,77.38,D
S3806,Engineering,96.58,97.44,83.6,96.19,70.3,A
S3807,Business,77.74,50.63,52.7,77.34,73.31,A
S3808,Business,96.35,48.71,68.13,73.66,88.06,A
S3809,CS,66.69,65.27,79.21,91.64,77.15,F
S3810,Engineering,66.39,42.98,72.37,77.3,59.05,F
S3811,Business,,79.29,76.5,72.72,63.45,A
S3812,CS,85.3,44.65,72.77,50.8,78.39,A
S3813,Engineering,78.29,43.48,51.95,50.64,84.64,A
S3814,Engineering,96.27,69.11,64.61,81.38,75.41,B
S3815,CS,,97.47,71.92,53.67,81.01,B
S3816,CS,85.41,65.61,86.8,86.85,89.47,B
S3817,CS,66.52,61.39,79.23,81.12,77.27,C
S3818,Engineering,59.01,99.88,65.6,72.89,98.86,D
S3819,CS,75.52,71.92,98.46,85.49,61.78,D
S3820,CS,75.25,62.51,46.47,99.65,95.98,C
S3821,CS,56.85,63.15,52.41,62.32,62.38,D
S3822,CS,60.09,51.7,60.48,77.85,76.58,F
S3823,CS,70.41,70.73,53.71,92.14,72.8,A
S3824,Mathematics,70.44,66.33,77.53,50.84,68.64,C
S3825,CS,65.88,56.25,42.37,60.18,98.14,F
S3826,Engineering,57.43,49.63,50.65,76.05,63.62,D
S3827,CS,50.22,58.67,57.6,77.61,83.74,F
S3828,Engineering,98.51,70.52,81.0,54.32,90.2,B
S3829,Engineering,97.17,43.5,92.55,70.37,59.85,A
S3830,CS,74.18,49.22,87.91,75.99,98.66,F
S3831,Business,99.75,96.86,50.92,71.15,77.33,B
S3832,Engineering,83.68,72.57,73.92,85.03,95.72,F
S3833,Business,53.44,43.81,41.8,88.57,83.19,F
S3834,Engineering,55.89,81.59,58.63,73.01,82.47,F
S3835,Mathematics,95.81,43.71,88.36,71.28,67.28,A
S3836,Business,81.5,84.33,67.4,85.27,88.53,C
S3837,Mathematics,92.16,85.0,49.0,77.77,51.49,B
S3838,Engineering,,79.06,66.31,93.52,77.79,B
S3839,Engineering,72.4,83.93,51.88,74.06,51.61,B
S3840,Business,52.43,45.28,63.59,78.72,65.34,D
S3841,Business,59.41,83.61,69.27,56.44,54.81,D
S3842,Mathematics,53.33,48.2,60.97,91.8,95.58,D
S3843,CS,59.44,60.37,96.22,71.11,81.41,F
S3844,Business,70.53,96.56,73.75,85.95,83.43,D
S3845,CS,55.91,70.17,90.57,71.47,92.56,D
S3846,Engineering,58.34,98.05,85.64,50.05,86.65,D
S3847,CS,72.29,45.34,79.67,70.02,56.21,C
S3848,CS,67.01,68.65,69.81,57.38,80.88,A
S3849,Mathematics,,43.74,40.13,69.93,98.91,C
S3850,CS,71.46,77.81,76.81,66.07,60.71,B
S3851,Engineering,82.22,44.72,61.36,60.13,80.99,D
S3852,Engineering,,50.52,47.07,56.19,78.18,F
S3853,CS,55.39,55.53,66.68,86.43,69.58,F
S3854,CS,54.96,84.92,84.13,87.74,97.73,D
S3855,Engineering,92.64,49.84,97.7,63.25,67.82,B
S3856,CS,75.32,90.8,62.45,74.76,54.68,C
S3857,Business,88.32,47.91,72.56,73.2,98.13,A
S3858,Mathematics,,42.11,91.07,67.76,86.46,F
S3859,CS,91.44,63.7,60.04,63.88,67.12,B
S3860,CS,96.19,98.77,48.54,59.3,64.03,A
S3861,Engineering,81.77,46.62,56.91,93.64,96.4,D
S3862,Business,55.29,46.1,93.95,91.67,63.68,D
S3863,CS,94.76,85.07,49.56,70.86,76.86,A
S3864,CS,89.62,58.73,59.75,86.06,60.75,A
S3865,Engineering,87.54,83.04,67.88,74.92,99.76,A
S3866,Mathematics,51.84,52.0,90.83,54.27,88.48,F
S3867,CS,89.95,67.6,96.26,91.12,78.38,A
S3868,Engineering,56.9,55.92,65.55,60.96,87.29,D
S3869,Mathematics,61.12,67.09,95.92,85.34,95.82,D
S3870,Engineering,78.86,86.15,49.69,76.37,98.16,B
S3871,Business,63.25,85.72,49.41,84.53,89.3,F
S3872,Engineering,83.07,70.95,96.96,73.56,92.45,A
S3873,Mathematics,80.4,95.7,70.58,85.13,69.89,A
S3874,Engineering,55.41,55.83,51.15,51.64,69.59,D
S3875,Business,82.8,54.42,69.28,52.04,90.41,C
S3876,Engineering,96.2,76.83,86.99,94.82,87.98,A
S3877,Business,58.06,77.28,89.62,87.48,95.05,C
S3878,CS,79.85,42.79,91.84,91.42,56.65,C
S3879,CS,67.09,76.47,74.17,72.83,84.54,A
S3880,Business,72.98,62.47,92.02,72.98,82.38,C
S3881,CS,64.35,84.85,70.6,76.7,89.93,C
S3882,Engineering,,88.49,76.42,62.18,51.23,D
S3883,CS,51.45,73.13,85.52,86.68,91.31,F
S3884,Business,99.08,40.1,65.53,91.47,66.32,B
S3885,CS,81.24,78.18,44.41,95.36,84.36,D
S3886,Business,75.04,84.93,61.01,75.85,80.83,A
S3887,Engineering,69.19,54.94,77.44,70.73,72.01,A
S3888,CS,76.97,67.88,51.54,91.55,87.3,A
S3889,Engineering,69.01,97.94,48.9,87.63,98.06,B
S3890,CS,68.0,57.89,57.58,93.36,66.17,A
S3891,CS,73.2,53.39,41.93,82.79,87.42,A
S3892,CS,63.8,52.65,84.61,94.17,65.73,F
S3893,CS,59.0,73.53,55.52,54.45,92.28,F
S3894,Mathematics,77.83,96.99,47.45,83.98,71.86,C
S3895,CS,92.14,76.52,81.95,54.44,72.46,B
S3896,Engineering,57.64,58.2,90.58,87.45,88.59,C
S3897,CS,51.64,78.31,41.19,81.42,74.81,C
S3898,Engineering,62.34,77.49,54.02,50.8,63.33,B
S3899,CS,98.99,75.82,96.71,79.96,99.78,A
S3900,Engineering,,49.57,63.12,57.31,81.01,B
S3901,Business,79.79,78.07,96.32,57.12,82.26,F
S3902,Engineering,96.46,65.81,56.45,57.52,82.33,A
S3903,CS,72.26,41.12,53.08,74.19,94.17,C
S3904,Engineering,99.16,72.39,52.85,55.78,59.19,A
S3905,CS,64.82,99.36,45.11,56.28,52.96,F
S3906,CS,62.02,60.98,93.79,62.81,69.34,D
S3907,Engineering,81.9,97.93,98.79,50.04,78.25,D
S3908,Engineering,,45.77,97.27,63.79,64.29,F
S3909,Engineering,81.32,83.95,91.12,80.92,84.46,A
S3910,Business,65.25,46.86,90.81,80.08,53.7,B
S3911,CS,80.9,56.41,79.67,98.48,89.54,B
S3912,CS,63.79,74.25,89.57,55.98,85.9,A
S3913,CS,52.55,75.57,52.5,93.28,60.7,C
S3914,Engineering,95.61,86.51,63.27,69.56,64.92,B
S3915,Engineering,94.16,76.92,78.45,69.35,90.35,A
S3916,CS,98.54,75.62,92.49,67.44,88.67,A
S3917,Business,85.83,94.74,79.63,56.24,90.69,A
S3918,Engineering,84.14,67.13,90.34,73.93,66.11,F
S3919,Engineering,77.95,53.52,68.44,89.37,98.48,F
S3920,Engineering,56.3,49.71,83.04,93.77,85.77,C
S3921,Engineering,59.46,64.0,98.8,98.14,53.26,D
S3922,Engineering,64.47,82.77,49.21,89.26,73.89,F
S3923,CS,94.51,42.55,95.62,81.15,83.23,B
S3924,CS,58.65,47.74,71.34,74.88,58.43,D
S3925,CS,96.14,46.37,78.59,93.74,95.09,A
S3926,Engineering,76.14,75.12,92.67,86.98,87.71,B
S3927,Business,85.78,54.57,64.58,58.06,54.07,B
S3928,Engineering,55.51,49.98,65.12,84.13,95.66,C
S3929,CS,63.45,75.57,71.63,71.55,70.22,B
S3930,Business,97.93,85.68,41.15,79.79,72.62,A
S3931,Business,63.31,59.93,69.8,94.92,89.16,F
S3932,Business,64.83,74.69,57.47,82.63,82.2,A
S3933,Engineering,59.88,45.89,95.68,96.94,71.88,F
S3934,Business,56.45,96.11,45.26,93.32,62.98,C
S3935,CS,61.66,60.21,67.56,56.45,75.84,F
S3936,CS,82.12,99.85,96.85,50.58,78.96,D
S3937,CS,72.77,98.72,94.06,69.22,81.55,F
S3938,Business,77.69,86.73,82.08,93.27,80.25,F
S3939,CS,56.12,41.2,75.36,61.51,80.87,F
S3940,Engineering,90.11,72.61,56.84,84.57,73.79,A
S3941,Engineering,89.2,45.21,62.02,73.8,78.09,A
S3942,CS,51.08,93.71,45.41,87.3,64.43,D
S3943,Business,69.18,87.38,87.17,58.25,57.92,C
S3944,CS,,98.34,59.43,61.95,80.35,D
S3945,CS,89.61,76.5,80.07,62.13,52.35,A
S3946,Business,86.86,71.33,61.46,77.42,53.26,A
S3947,CS,,71.14,67.86,64.48,62.37,C
S3948,Engineering,61.82,63.19,73.3,90.59,59.72,F
S3949,Business,72.81,68.12,88.11,67.34,68.71,F
S3950,Mathematics,59.22,78.12,52.67,83.04,68.56,F
S3951,Business,68.56,95.98,63.93,97.43,55.84,C
S3952,CS,,75.75,47.8,80.35,62.33,B
S3953,Engineering,52.67,91.43,44.55,62.11,50.23,C
S3954,CS,85.74,91.77,76.28,91.52,67.55,A
S3955,CS,77.16,71.13,51.35,50.63,89.82,B
S3956,CS,,60.85,43.59,62.83,63.31,C
S3957,CS,63.59,78.37,93.83,69.37,82.17,B
S3958,Business,,66.75,72.06,59.8,54.91,A
S3959,CS,99.93,44.89,48.08,80.2,50.61,A
S3960,Engineering,95.96,62.67,43.21,77.9,74.92,A
S3961,Engineering,88.89,99.64,47.19,70.32,73.07,A
S3962,Engineering,90.62,42.91,68.28,64.72,59.58,B
S3963,Mathematics,78.69,81.8,80.11,71.7,64.33,D
S3964,CS,59.51,90.47,78.48,64.56,51.53,F
S3965,Engineering,83.85,78.92,48.67,61.06,89.89,D
S3966,Engineering,85.64,74.18,78.01,67.56,65.06,B
S3967,CS,99.27,82.45,64.29,80.12,60.97,A
S3968,Engineering,77.07,65.76,67.88,82.42,90.23,F
S3969,Business,63.57,45.48,88.09,64.87,51.96,A
S3970,CS,84.18,97.74,59.95,97.37,64.23,A
S3971,CS,98.97,65.94,48.82,63.1,63.14,A
S3972,CS,58.86,79.92,92.41,85.61,63.15,D
S3973,Business,66.3,71.88,52.73,54.07,50.57,B
S3974,Business,77.09,43.28,57.64,83.24,96.73,F
S3975,Engineering,,97.16,82.4,73.0,93.21,C
S3976,Engineering,51.11,87.55,81.01,78.46,70.72,F
S3977,Business,66.85,48.95,88.02,59.2,72.27,D
S3978,Business,,98.9,51.03,71.68,76.21,C
S3979,Business,52.17,84.21,61.14,88.31,73.92,C
S3980,Business,71.45,68.34,47.55,88.35,88.96,D
S3981,Engineering,88.11,76.68,72.46,61.88,74.42,A
S3982,Engineering,97.66,46.4,57.55,67.63,59.44,A
S3983,Business,99.27,73.62,81.34,50.19,55.85,A
S3984,Mathematics,71.1,44.42,40.02,54.5,95.91,F
S3985,CS,97.52,72.69,43.58,56.34,52.42,A
S3986,CS,51.77,73.16,65.95,64.68,94.88,D
S3987,Mathematics,87.3,92.47,97.49,87.95,84.52,A
S3988,CS,82.14,83.5,93.45,75.51,70.24,A
S3989,Business,62.48,54.97,99.64,89.63,59.36,F
S3990,CS,75.37,93.31,65.01,87.75,65.52,A
S3991,CS,56.48,74.39,42.79,79.36,76.49,D
S3992,CS,93.58,76.38,58.36,74.99,82.84,B
S3993,CS,67.89,50.14,80.55,96.57,84.57,D
S3994,CS,81.3,91.47,48.11,78.46,72.36,A
S3995,Engineering,57.94,95.86,58.0,74.14,68.7,C
S3996,Business,60.31,86.5,43.37,93.46,88.42,C
S3997,Mathematics,99.6,96.45,68.5,53.57,96.27,A
S3998,Engineering,87.65,58.14,52.54,82.8,95.72,B
S3999,Engineering,98.1,91.67,45.47,55.65,77.58,A
S4000,Engineering,64.79,69.33,64.67,90.99,53.95,A
S4001,Engineering,58.23,49.84,61.07,89.63,53.66,C
S4002,Engineering,75.15,80.13,72.25,75.18,70.14,B
S4003,CS,74.73,81.05,84.94,83.05,86.64,C
S4004,CS,58.75,57.22,46.75,88.63,74.87,D
S4005,CS,86.66,41.65,87.47,74.17,81.37,B
S4006,CS,,51.99,41.58,95.3,92.17,A
S4007,Business,59.32,63.99,66.59,71.85,52.02,D
S4008,CS,66.6,50.05,75.25,94.6,96.19,B
S4009,Business,78.18,51.64,97.42,79.14,66.54,C
S4010,Mathematics,86.32,63.48,74.44,71.31,52.34,A
S4011,Mathematics,74.09,97.71,49.52,50.2,91.77,C
S4012,Mathematics,76.28,85.85,71.05,64.78,96.71,A
S4013,CS,,59.18,63.75,93.4,88.43,F
S4014,Engineering,95.73,97.1,68.76,71.44,90.23,B
S4015,CS,96.44,78.74,51.83,71.07,93.57,A
S4016,Business,84.17,67.33,70.05,74.47,76.12,A
S4017,Business,50.88,68.1,49.0,64.32,84.02,C
S4018,Business,76.85,64.64,84.64,74.58,64.32,C
S4019,Engineering,81.46,53.98,75.63,68.79,62.49,B
S4020,Business,99.73,63.2,44.71,95.47,80.45,B
S4021,CS,99.8,71.67,93.38,78.2,86.73,A
S4022,CS,92.88,71.68,76.98,91.71,69.86,A
S4023,Business,53.19,85.7,58.97,84.34,70.01,D
S4024,Engineering,,61.53,42.74,60.63,97.71,A
S4025,Mathematics,80.63,83.01,77.93,93.38,75.92,F
S4026,CS,90.04,74.69,62.41,54.36,99.31,A
S4027,Business,70.36,97.71,94.46,72.43,93.14,D
S4028,Engineering,65.98,63.12,42.09,61.96,81.98,D
S4029,Business,,94.07,42.35,76.88,50.46,F
S4030,Business,57.34,89.24,96.96,65.0,64.8,C
S4031,Mathematics,67.85,78.26,97.89,86.14,70.88,A
S4032,CS,92.88,79.27,41.66,96.85,82.64,B
S4033,Mathematics,51.9,45.08,82.96,85.45,69.78,C
S4034,CS,57.54,97.01,53.29,67.77,91.39,F
S4035,CS,56.26,46.42,82.08,80.0,83.15,D
S4036,Engineering,70.15,73.79,92.12,94.43,67.36,D
S4037,Business,99.85,59.8,46.05,63.5,89.22,B
S4038,Engineering,58.67,65.79,54.33,55.91,65.15,F
S4039,Business,57.27,76.61,41.44,56.54,53.14,F
S4040,Business,95.75,94.53,42.63,74.74,58.63,A
S4041,CS,94.1,67.45,41.78,86.61,50.14,A
S4042,Mathematics,51.61,99.26,88.04,82.86,91.62,C
S4043,CS,87.59,75.57,57.9,72.69,81.36,A
S4044,Business,82.77,49.63,69.59,86.46,78.53,B
S4045,CS,88.39,51.4,87.27,81.7,83.1,A
S4046,Engineering,74.73,82.97,69.7,81.41,82.68,B
S4047,Engineering,99.57,43.02,65.75,60.12,78.27,A
S4048,CS,52.19,68.82,40.69,65.63,92.12,F
S4049,CS,61.72,48.89,74.08,67.22,72.05,B
S4050,CS,69.83,65.99,47.48,90.41,90.24,C
S4051,CS,72.49,85.0,85.88,88.76,89.33,F
S4052,CS,96.07,67.53,55.46,62.63,59.98,A
S4053,Engineering,,49.81,80.45,52.76,72.69,B
S4054,Business,52.26,55.12,78.77,88.39,91.75,F
S4055,Engineering,70.39,62.05,77.0,70.49,91.54,B
S4056,Business,70.82,44.17,56.02,60.99,51.2,C
S4057,Engineering,98.27,75.06,56.03,55.85,61.15,A
S4058,Engineering,79.96,76.45,91.78,50.64,71.19,D
S4059,Engineering,81.78,43.73,40.77,71.39,52.36,D
S4060,Engineering,,64.14,50.89,66.99,63.03,B
S4061,Engineering,88.5,64.84,76.61,84.82,62.91,A
S4062,CS,81.75,60.03,89.02,98.83,60.73,A
S4063,Business,61.86,73.46,61.5,60.34,69.83,A
S4064,Business,93.7,60.76,79.21,62.15,90.65,A
S4065,CS,86.61,64.98,73.43,66.87,62.21,A
S4066,Business,87.09,87.85,43.87,73.3,79.1,A
S4067,CS,99.83,49.73,77.31,84.88,77.88,A
S4068,CS,90.13,77.15,88.83,67.6,90.9,A
S4069,CS,91.46,70.34,99.55,55.21,69.7,B
S4070,Business,97.57,58.3,41.78,86.52,61.18,B
S4071,Business,57.56,83.65,79.6,89.73,94.58,C
S4072,Business,,73.07,64.87,62.38,91.65,C
S4073,CS,79.03,68.64,40.59,56.84,81.08,A
S4074,Engineering,66.46,80.06,76.86,76.39,54.66,D
S4075,Business,91.97,88.14,47.35,60.42,50.81,A
S4076,CS,88.12,98.36,62.71,68.71,59.13,A
S4077,Engineering,86.04,77.76,55.68,88.87,59.83,A
S4078,CS,99.86,92.47,61.67,60.98,56.81,B
S4079,CS,62.97,40.07,69.56,90.31,63.11,D
S4080,Engineering,86.77,71.81,61.55,83.7,66.89,A
S4081,Engineering,77.57,52.88,73.16,60.99,87.72,C
S4082,CS,,45.65,54.32,76.32,85.48,C
S4083,CS,58.03,71.92,78.12,80.7,55.22,D
S4084,CS,94.79,84.81,91.23,60.01,98.86,B
S4085,CS,79.77,64.74,53.44,57.25,87.61,F
S4086,CS,91.25,80.21,70.47,76.56,58.17,A
S4087,CS,77.27,69.38,78.92,84.69,56.22,D
S4088,Engineering,61.0,66.23,73.88,73.25,54.38,A
S4089,Engineering,,57.42,61.94,53.5,86.59,B
S4090,Business,69.08,62.96,78.53,96.26,61.81,B
S4091,Business,98.65,60.99,41.69,84.75,53.65,B
S4092,CS,50.28,78.77,62.19,81.06,71.09,F
S4093,CS,99.28,46.96,71.96,82.18,85.43,A
S4094,Business,99.02,45.56,41.24,69.93,65.23,A
S4095,CS,99.81,79.6,70.46,99.22,74.13,A
S4096,CS,73.83,72.78,79.26,56.63,59.63,D
S4097,CS,98.19,65.81,85.55,86.96,71.46,A
S4098,Engineering,69.78,49.15,46.8,71.04,67.95,D
S4099,Engineering,51.31,64.66,99.43,94.05,71.7,D
S4100,Mathematics,61.22,87.38,76.37,85.86,73.29,C
S4101,Business,97.26,93.38,61.79,78.11,54.61,A
S4102,Engineering,50.69,82.15,54.95,96.88,54.67,F
