ID_Aluno,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night
S2362,13.3,No,Yes,2,6.1
S2363,20.6,No,Yes,4,6.6
S2364,11.7,No,Yes,2,4.9
S2365,29.2,No,Yes,3,6.4
S2366,7.8,No,Yes,1,8.3
S2367,8.9,No,Yes,7,7.7
S2368,6.1,No,Yes,6,6.5
S2369,24.9,No,Yes,1,4.6
S2370,7.3,No,Yes,9,4.1
S2371,11.9,Yes,Yes,6,4.3
S2372,10.1,No,Yes,5,7.8
S2373,13.8,No,Yes,1,7.5
S2374,24.1,Yes,Yes,10,7.7
S2375,28.8,No,Yes,5,5.5
S2376,27.0,Yes,No,2,4.4
S2377,26.0,No,Yes,7,7.6
S2378,15.4,No,Yes,6,8.6
S2379,25.0,No,Yes,4,6.3
S2380,24.4,No,Yes,3,7.8
S2381,11.2,No,Yes,5,7.6
S2382,11.6,Yes,Yes,3,8.3
S2383,17.5,No,No,9,4.1
S2384,29.1,Yes,Yes,6,8.8
S2385,7.7,Yes,Yes,10,8.3
S2386,29.7,No,Yes,2,8.4
S2387,9.0,No,No,7,9.0
S2388,17.1,No,Yes,8,7.2
S2389,12.6,Yes,Yes,9,4.4
S2390,15.5,No,Yes,4,8.1
S2391,28.9,Yes,Yes,1,4.7
S2392,20.8,No,Yes,8,7.7
S2393,12.4,No,Yes,10,6.1
S2394,20.7,No,Yes,1,4.0
S2395,16.3,No,Yes,5,6.2
S2396,28.6,No,Yes,2,8.0
S2397,13.8,Yes,Yes,8,4.4
S2398,19.6,No,Yes,5,4.0
S2399,26.2,No,No,6,6.3
S2400,29.0,Yes,Yes,7,4.0
S2401,25.0,Yes,Yes,4,8.7
S2402,28.4,No,Yes,5,8.1
S2403,16.6,No,Yes,9,7.2
S2404,24.1,No,Yes,6,4.1
S2405,7.4,Yes,Yes,8,6.8
S2406,19.8,No,Yes,4,7.4
S2407,5.3,No,Yes,4,6.9
S2408,11.5,Yes,Yes,8,8.7
S2409,21.6,No,Yes,3,8.2
S2410,9.3,No,Yes,5,5.8
S2411,10.0,No,Yes,3,7.5
S2412,6.5,No,No,1,6.3
S2413,23.7,No,Yes,3,8.6
S2414,16.2,No,Yes,6,7.1
S2415,27.2,No,Yes,6,6.9
S2416,14.1,No,Yes,7,6.5
S2417,15.9,Yes,Yes,3,5.9
S2418,17.4,No,Yes,9,4.7
S2419,26.5,Yes,No,10,5.4
S2420,12.3,Yes,Yes,9,5.7
S2421,6.3,No,No,2,4.8
S2422,20.7,No,Yes,8,8.1
S2423,25.6,Yes,No,2,4.0
S2424,18.9,Yes,Yes,2,8.6
S2425,13.0,No,Yes,6,4.6
S2426,20.8,No,Yes,8,4.3
S2427,29.8,No,Yes,1,9.0
S2428,19.4,Yes,Yes,8,9.0
S2429,12.9,No,No,8,5.0
S2430,11.1,No,Yes,4,4.7
S2431,30.0,No,Yes,6,5.0
S2432,26.3,No,Yes,2,6.6
S2433,12.0,No,Yes,1,5.6
S2434,11.6,No,Yes,7,5.7
S2435,25.1,Yes,No,7,8.0
S2436,29.8,No,Yes,3,8.5
S2437,16.6,Yes,No,3,8.8
S2438,10.7,No,Yes,10,6.6
S2439,10.8,No,Yes,1,5.2
S2440,24.9,No,Yes,1,6.8
S2441,20.1,Yes,Yes,2,8.4
S2442,20.8,No,Yes,10,4.2
S2443,9.9,No,Yes,3,8.6
S2444,8.3,Yes,Yes,4,5.1
S2445,5.3,Yes,Yes,8,5.6
S2446,27.9,No,Yes,5,5.8
S2447,13.9,Yes,Yes,2,8.6
S2448,23.9,No,No,7,4.9
S2449,27.1,No,Yes,8,5.1
S2450,20.0,Yes,Yes,3,7.7
S2451,15.6,No,Yes,6,8.7
S2452,6.0,Yes,Yes,10,4.5
S2453,13.4,No,Yes,8,6.6
S2454,13.0,Yes,No,10,8.6
S2455,19.2,No,Yes,6,8.4
S2456,24.1,Yes,No,10,8.7
S2457,22.8,No,Yes,6,8.5
S2458,26.7,No,No,8,5.6
S2459,6.2,Yes,Yes,1,5.0
S2460,20.1,Yes,No,2,8.5
S2461,9.7,No,Yes,3,7.6
S2462,29.3,No,Yes,7,5.9
S2463,15.2,No,No,1,7.6
S2464,20.6,No,Yes,4,5.5
S2465,13.8,No,No,3,6.9
S2466,10.5,No,Yes,8,5.2
S2467,22.2,No,No,7,6.8
S2468,28.5,No,Yes,1,8.6
S2469,6.5,Yes,Yes,9,7.9
S2470,25.6,No,Yes,4,7.3
S2471,13.5,Yes,Yes,7,5.2
S2472,8.0,Yes,Yes,6,4.3
S2473,22.8,No,Yes,3,7.6
S2474,7.1,Yes,Yes,6,6.9
S2475,23.2,Yes,Yes,7,5.1
S2476,15.9,No,No,5,8.7
S2477,9.1,No,Yes,10,6.8
S2478,8.9,No,Yes,4,6.9
S2479,23.7,No,Yes,6,5.5
S2480,25.7,Yes,Yes,10,8.4
S2481,22.1,Yes,Yes,8,8.5
S2482,23.0,Yes,No,7,7.6
S2483,26.2,Yes,Yes,3,4.5
S2484,15.7,Yes,Yes,2,4.4
S2485,9.2,No,Yes,10,6.3
S2486,14.4,No,Yes,5,4.7
S2487,29.5,No,Yes,9,5.7
S2488,16.2,No,Yes,10,4.9
S2489,28.1,No,Yes,5,5.6
S2490,22.6,Yes,Yes,10,8.7
S2491,23.4,Yes,Yes,1,7.8
S2492,9.8,No,No,9,4.7
S2493,14.2,No,Yes,2,7.3
S2494,23.3,Yes,Yes,2,4.2
S2495,21.4,No,Yes,6,8.9
S2496,26.6,No,Yes,3,6.7
S2497,10.2,No,Yes,5,6.5
S2498,23.7,Yes,Yes,5,5.2
S2499,6.0,Yes,Yes,3,6.3
S2500,12.5,No,Yes,8,6.6
S2501,20.8,Yes,Yes,3,7.3
S2502,29.5,No,Yes,6,4.2
S2503,29.7,No,Yes,10,5.7
S2504,16.0,No,No,5,5.9
S2505,24.1,No,Yes,7,4.7
S2506,20.0,Yes,Yes,6,5.2
S2507,22.7,No,Yes,9,5.2
S2508,23.3,Yes,Yes,2,8.1
S2509,18.7,No,Yes,10,7.4
S2510,25.3,Yes,Yes,6,8.6
S2511,19.6,No,Yes,10,5.5
S2512,7.5,No,Yes,10,8.4
S2513,29.7,No,Yes,5,8.3
S2514,12.6,No,Yes,9,6.2
S2515,29.1,No,Yes,2,7.1
S2516,12.3,Yes,Yes,8,7.0
S2517,26.3,Yes,Yes,7,5.5
S2518,22.2,No,Yes,1,5.3
S2519,13.9,No,No,3,4.8
S2520,28.5,Yes,Yes,4,8.2
S2521,19.6,No,Yes,8,6.7
S2522,25.7,No,Yes,2,5.7
S2523,24.9,No,Yes,8,6.5
S2524,6.2,No,Yes,2,4.4
S2525,11.7,No,Yes,3,4.5
S2526,16.8,No,Yes,8,7.8
S2527,28.3,No,Yes,9,8.5
S2528,6.6,No,Yes,5,5.6
S2529,9.6,No,Yes,4,6.0
S2530,20.6,No,Yes,3,5.9
S2531,21.3,No,Yes,3,6.4
S2532,9.1,No,Yes,9,6.1
S2533,28.7,Yes,No,4,5.9
S2534,9.4,Yes,No,2,7.3
S2535,9.6,No,Yes,4,5.4
S2536,20.9,No,Yes,3,8.7
S2537,15.5,No,Yes,5,5.5
S2538,5.7,Yes,Yes,4,5.1
S2539,28.0,No,Yes,2,8.9
S2540,6.9,Yes,Yes,10,5.1
S2541,8.9,Yes,Yes,1,6.7
S2542,27.4,No,Yes,1,5.6
S2543,11.9,No,Yes,1,4.4
S2544,25.4,Yes,Yes,3,8.8
S2545,9.3,Yes,Yes,2,5.9
S2546,6.2,No,Yes,4,7.2
S2547,10.9,Yes,Yes,3,8.3
S2548,23.6,Yes,Yes,7,6.8
S2549,21.6,No,Yes,8,7.6
S2550,12.8,No,Yes,5,7.9
S2551,20.8,No,No,6,5.9
S2552,21.6,No,Yes,7,7.1
S2553,19.1,No,No,9,5.0
S2554,28.4,No,Yes,1,4.3
S2555,24.8,Yes,Yes,2,8.9
S2556,25.4,No,Yes,1,4.5
S2557,15.6,No,Yes,9,6.1
S2558,22.1,No,Yes,2,4.3
S2559,9.6,No,No,2,8.6
S2560,12.4,No,Yes,5,4.5
S2561,17.6,No,Yes,9,7.9
S2562,25.4,No,Yes,3,7.6
S2563,13.4,No,Yes,10,4.2
S2564,16.0,No,Yes,8,7.6
S2565,28.9,No,Yes,10,8.8
S2566,12.1,No,Yes,1,6.6
S2567,20.5,No,Yes,10,5.4
S2568,7.5,Yes,Yes,2,6.7
S2569,15.3,No,Yes,8,4.6
S2570,13.3,Yes,Yes,1,8.8
S2571,5.3,No,Yes,9,5.8
S2572,19.6,Yes,Yes,4,6.3
S2573,13.3,No,Yes,3,6.0
S2574,11.3,No,Yes,3,4.1
S2575,27.3,Yes,Yes,1,4.2
S2576,10.7,No,Yes,8,6.8
S2577,15.1,Yes,Yes,4,6.5
S2578,28.7,No,Yes,1,8.9
S2579,7.0,No,No,5,5.3
S2580,28.5,Yes,Yes,10,5.8
S2581,14.8,Yes,Yes,8,8.9
S2582,24.8,Yes,Yes,8,4.2
S2583,13.9,No,Yes,10,7.2
S2584,15.4,No,Yes,3,4.5
S2585,15.9,No,Yes,4,8.7
S2586,28.7,No,Yes,10,5.4
S2587,18.8,No,Yes,4,8.1
S2588,10.4,No,Yes,3,8.6
S2589,20.3,No,Yes,6,8.2
S2590,27.2,No,Yes,3,6.8
S2591,10.4,No,Yes,6,8.9
S2592,13.4,No,Yes,5,7.4
S2593,19.3,No,Yes,2,7.9
S2594,29.7,No,Yes,8,5.2
S2595,16.6,No,Yes,7,6.1
S2596,19.6,No,No,7,7.0
S2597,8.4,Yes,Yes,6,4.7
S2598,24.0,No,Yes,9,8.8
S2599,10.5,No,No,4,4.5
S2600,13.2,No,Yes,5,7.7
S2601,22.7,Yes,Yes,9,4.3
S2602,22.8,No,Yes,3,4.5
S2603,13.0,No,No,3,7.1
S2604,26.3,No,Yes,8,6.3
S2605,24.9,No,Yes,10,4.0
S2606,20.4,No,Yes,6,6.0
S2607,9.5,No,Yes,2,5.3
S2608,27.6,No,Yes,3,8.4
S2609,18.2,No,Yes,8,7.5
S2610,14.4,No,Yes,5,7.7
S2611,28.2,No,Yes,2,8.8
S2612,29.3,Yes,Yes,3,7.5
S2613,22.9,No,No,2,4.8
S2614,24.8,Yes,Yes,5,8.7
S2615,11.2,No,Yes,5,4.6
S2616,11.5,No,Yes,9,5.0
S2617,19.2,No,Yes,6,5.4
S2618,29.6,No,Yes,2,4.9
S2619,23.6,No,Yes,1,4.1
S2620,23.6,No,No,7,6.3
S2621,11.4,No,Yes,7,7.4
S2622,15.5,No,Yes,10,6.1
S2623,13.6,No,Yes,6,5.2
S2624,12.6,No,Yes,2,8.4
S2625,23.3,No,Yes,8,5.9
S2626,7.5,No,Yes,4,8.2
S2627,9.1,No,Yes,7,4.9
S2628,15.3,Yes,Yes,8,5.7
S2629,12.6,No,Yes,7,8.0
S2630,27.6,No,Yes,3,4.2
S2631,10.0,Yes,Yes,8,8.6
S2632,11.2,No,Yes,4,6.0
S2633,9.5,No,Yes,8,8.9
S2634,26.5,Yes,Yes,5,7.5
S2635,10.1,Yes,No,9,8.7
S2636,13.8,Yes,Yes,3,4.3
S2637,21.7,Yes,Yes,2,7.6
S2638,6.9,Yes,Yes,4,8.4
S2639,25.4,Yes,Yes,2,8.9
S2640,22.7,No,Yes,2,4.2
S2641,11.5,No,Yes,1,4.4
S2642,14.8,Yes,Yes,8,7.7
S2643,20.5,Yes,Yes,1,4.2
S2644,28.7,No,No,8,4.1
S2645,20.7,Yes,Yes,9,6.7
S2646,11.3,Yes,Yes,6,6.6
S2647,17.1,Yes,Yes,7,7.1
S2648,16.2,Yes,Yes,6,4.1
S2649,18.3,No,Yes,1,6.5
S2650,18.0,Yes,Yes,1,5.4
S2651,14.1,No,Yes,1,7.8
S2652,26.8,No,Yes,3,5.7
S2653,13.3,No,Yes,7,5.8
S2654,18.2,No,Yes,8,7.3
S2655,11.5,Yes,Yes,1,7.3
S2656,15.9,No,Yes,6,4.3
S2657,22.0,No,Yes,8,7.1
S2658,23.9,Yes,No,5,7.3
S2659,25.2,Yes,Yes,2,6.3
S2660,23.4,No,Yes,4,8.1
S2661,16.7,No,No,4,4.0
S2662,5.9,Yes,No,4,8.8
S2663,18.1,No,Yes,8,5.9
S2664,6.4,Yes,Yes,6,7.0
S2665,29.2,No,Yes,9,4.2
S2666,14.4,No,Yes,10,7.5
S2667,17.6,No,Yes,1,6.7
S2668,8.2,Yes,No,1,8.8
S2669,29.9,No,Yes,2,6.1
S2670,17.3,No,Yes,5,7.6
S2671,12.5,No,Yes,6,4.4
S2672,9.8,Yes,Yes,3,4.3
S2673,21.2,No,Yes,1,8.7
S2674,15.9,No,Yes,7,5.3
S2675,12.9,Yes,No,1,8.6
S2676,5.2,No,Yes,7,4.4
S2677,5.9,Yes,Yes,9,7.2
S2678,22.3,Yes,Yes,1,6.8
S2679,17.0,Yes,Yes,8,8.8
S2680,26.2,Yes,Yes,10,6.0
S2681,23.8,Yes,Yes,9,4.2
S2682,19.3,No,Yes,8,6.4
S2683,19.0,No,No,1,8.1
S2684,23.6,No,No,4,4.3
S2685,23.5,No,No,10,4.2
S2686,13.4,No,Yes,4,8.1
S2687,7.6,Yes,Yes,1,8.1
S2688,24.3,No,Yes,7,5.0
S2689,10.6,No,Yes,7,7.3
S2690,24.8,No,Yes,10,4.3
S2691,20.5,No,Yes,9,7.8
S2692,13.9,No,Yes,8,5.5
S2693,26.3,No,Yes,3,5.2
S2694,22.3,Yes,Yes,2,7.4
S2695,18.6,No,Yes,10,8.6
S2696,12.5,No,Yes,3,4.2
S2697,29.7,No,Yes,8,4.7
S2698,26.0,Yes,Yes,6,5.3
S2699,8.4,No,Yes,3,8.6
S2700,25.2,No,Yes,2,8.4
S2701,8.0,No,Yes,1,8.5
S2702,11.2,Yes,Yes,8,5.9
S2703,28.9,No,Yes,3,5.2
S2704,26.7,Yes,Yes,3,5.0
S2705,20.2,No,Yes,5,8.4
S2706,22.5,No,Yes,5,5.2
S2707,7.2,Yes,Yes,9,6.7
S2708,13.3,No,Yes,5,5.7
S2709,13.1,No,Yes,7,6.5
S2710,5.8,Yes,Yes,7,5.7
S2711,22.6,Yes,Yes,7,5.5
S2712,12.7,Yes,Yes,5,6.1
S2713,20.8,No,Yes,3,5.7
S2714,5.7,No,Yes,7,8.2
S2715,5.0,No,Yes,8,6.9
S2716,9.3,Yes,Yes,4,4.9
S2717,22.6,No,Yes,6,5.2
S2718,20.1,Yes,Yes,5,4.3
S2719,10.0,Yes,Yes,10,5.5
S2720,18.1,Yes,Yes,2,7.3
S2721,20.5,No,Yes,1,4.9
S2722,28.5,No,No,6,4.5
S2723,24.1,No,Yes,10,5.6
S2724,8.4,Yes,Yes,6,7.1
S2725,11.8,No,Yes,7,6.4
S2726,15.1,No,Yes,5,5.7
S2727,7.6,Yes,Yes,1,8.4
S2728,18.9,No,Yes,6,6.3
S2729,27.7,Yes,Yes,4,6.3
S2730,12.7,Yes,Yes,7,4.2
S2731,29.6,No,Yes,2,7.2
S2732,11.2,Yes,Yes,9,6.3
S2733,16.8,No,Yes,7,4.7
S2734,13.6,Yes,Yes,5,5.2
S2735,12.7,Yes,No,2,5.0
S2736,14.4,No,Yes,1,4.6
S2737,5.8,No,Yes,5,6.2
S2738,18.3,No,Yes,10,5.8
S2739,23.5,No,Yes,5,5.8
S2740,26.6,No,Yes,3,5.3
S2741,13.1,No,Yes,9,6.2
S2742,18.8,No,Yes,10,6.7
S2743,27.3,Yes,Yes,1,7.1
S2744,25.0,No,Yes,5,5.1
S2745,16.6,No,Yes,4,7.6
S2746,9.1,No,Yes,2,4.1
S2747,19.0,No,No,1,7.8
S2748,29.7,Yes,Yes,10,5.4
S2749,23.9,No,No,4,5.9
S2750,26.2,No,Yes,6,6.9
S2751,9.7,No,Yes,8,7.1
S2752,27.6,Yes,Yes,10,6.1
S2753,5.4,No,Yes,2,8.7
S2754,26.6,No,No,2,8.3
S2755,11.0,No,Yes,6,5.1
S2756,20.6,Yes,No,4,6.9
S2757,12.3,No,Yes,10,7.6
S2758,8.4,No,Yes,9,5.1
S2759,11.2,No,Yes,4,4.1
S2760,16.8,No,Yes,2,8.9
S2761,28.0,No,Yes,1,8.8
S2762,14.7,No,Yes,6,5.6
S2763,6.4,No,Yes,1,5.2
S2764,5.6,No,Yes,6,4.8
S2765,10.2,No,Yes,8,7.4
S2766,6.3,Yes,Yes,6,7.8
S2767,14.3,No,Yes,4,6.1
S2768,14.6,No,Yes,2,5.2
S2769,29.3,No,Yes,5,6.2
S2770,12.7,No,Yes,5,6.6
S2771,20.0,No,Yes,8,6.7
S2772,25.5,No,Yes,3,6.2
S2773,17.8,Yes,No,2,4.0
S2774,22.4,No,Yes,1,6.4
S2775,29.4,No,Yes,2,5.7
S2776,13.1,Yes,Yes,2,6.8
S2777,6.9,No,Yes,1,4.3
S2778,15.8,No,Yes,8,8.4
S2779,18.5,No,Yes,8,8.4
S2780,19.5,No,Yes,10,6.8
S2781,23.5,No,Yes,4,7.7
S2782,27.5,No,No,3,6.2
S2783,17.5,No,Yes,1,7.0
S2784,8.6,No,Yes,8,7.1
S2785,15.1,No,No,8,5.8
S2786,8.9,No,Yes,4,8.8
S2787,9.6,No,Yes,5,7.0
S2788,5.0,No,Yes,4,9.0
S2789,28.2,No,No,5,6.2
S2790,23.6,No,Yes,4,4.2
S2791,7.5,No,Yes,9,5.5
S2792,28.0,No,Yes,1,7.3
S2793,26.8,No,Yes,10,8.6
S2794,27.7,Yes,Yes,10,7.1
S2795,7.4,No,Yes,3,6.4
S2796,7.0,No,Yes,7,4.4
S2797,6.7,No,Yes,6,4.7
S2798,29.2,No,Yes,8,4.3
S2799,21.5,No,Yes,6,7.6
S2800,9.4,No,Yes,8,8.2
S2801,28.2,No,Yes,1,4.8
S2802,16.1,Yes,Yes,9,5.6
S2803,24.6,Yes,Yes,5,6.4
S2804,20.9,No,Yes,10,4.7
S2805,21.2,Yes,Yes,2,6.1
S2806,16.0,No,Yes,1,8.8
S2807,14.9,No,No,4,7.6
S2808,9.0,Yes,Yes,10,4.8
S2809,6.8,No,Yes,8,4.5
S2810,28.2,Yes,Yes,3,6.2
S2811,28.4,Yes,Yes,10,8.9
S2812,21.0,No,Yes,4,8.0
S2813,14.7,Yes,Yes,2,5.5
S2814,5.6,No,Yes,2,4.1
S2815,16.2,No,Yes,2,6.1
S2816,21.5,No,Yes,10,4.8
S2817,12.5,Yes,Yes,1,4.9
S2818,13.6,No,Yes,10,4.8
S2819,16.8,No,No,10,7.6
S2820,17.4,Yes,No,5,4.2
S2821,23.6,Yes,Yes,5,6.8
S2822,17.5,No,Yes,3,7.8
S2823,26.1,No,Yes,3,4.8
S2824,17.1,No,Yes,8,8.5
S2825,5.8,No,Yes,10,4.4
S2826,8.5,No,No,7,7.4
S2827,23.0,No,Yes,4,4.9
S2828,16.3,No,Yes,8,8.0
S2829,16.5,Yes,Yes,10,6.9
S2830,29.5,Yes,Yes,9,6.9
S2831,19.3,No,Yes,6,5.7
S2832,7.9,No,Yes,7,5.4
S2833,15.8,No,Yes,7,6.3
S2834,19.0,Yes,Yes,5,7.8
S2835,5.9,No,Yes,4,4.8
S2836,14.1,No,Yes,2,8.1
S2837,29.2,No,Yes,1,6.4
S2838,23.8,Yes,Yes,8,6.3
S2839,14.3,No,No,2,4.1
S2840,11.6,No,Yes,8,4.6
S2841,12.1,No,No,9,6.2
S2842,25.7,No,Yes,4,8.9
S2843,15.0,No,Yes,1,5.3
S2844,26.1,No,Yes,6,4.1
S2845,27.7,No,Yes,8,6.2
S2846,16.6,No,Yes,1,4.1
S2847,28.6,No,Yes,5,5.7
S2848,12.5,No,Yes,1,5.8
S2849,11.5,No,Yes,7,4.0
S2850,7.7,No,Yes,6,7.9
S2851,11.1,No,Yes,4,8.6
S2852,24.3,No,Yes,8,9.0
S2853,15.1,No,Yes,8,6.5
S2854,8.7,Yes,Yes,2,5.5
S2855,7.7,No,Yes,5,7.6
S2856,17.3,No,Yes,1,7.7
S2857,18.5,No,Yes,3,5.9
S2858,24.9,No,Yes,3,6.8
S2859,22.9,No,Yes,10,8.1
S2860,9.2,No,Yes,3,4.9
S2861,11.9,No,Yes,3,4.1
S2862,22.3,Yes,Yes,10,6.7
S2863,9.5,No,Yes,2,7.3
S2864,25.1,No,Yes,7,6.9
S2865,21.4,No,Yes,7,7.0
S2866,18.4,Yes,Yes,4,6.0
S2867,21.1,No,Yes,8,7.3
S2868,7.5,No,Yes,10,4.2
S2869,18.7,No,Yes,10,4.8
S2870,16.3,Yes,Yes,8,6.2
S2871,17.8,No,Yes,4,8.7
S2872,13.4,Yes,Yes,6,7.2
S2873,16.7,No,Yes,6,5.8
S2874,27.1,No,Yes,5,6.3
S2875,13.6,No,Yes,4,8.2
S2876,6.1,No,Yes,9,6.7
S2877,11.4,No,Yes,6,4.2
S2878,16.4,Yes,Yes,7,6.1
S2879,18.3,Yes,Yes,5,5.9
S2880,15.7,Yes,Yes,2,8.5
S2881,25.7,No,Yes,6,5.5
S2882,27.9,Yes,Yes,3,4.3
S2883,17.2,Yes,Yes,10,5.8
S2884,6.9,Yes,Yes,6,4.2
S2885,15.5,No,Yes,3,8.2
S2886,9.5,No,Yes,8,7.0
S2887,12.1,No,Yes,7,6.3
S2888,25.8,No,Yes,1,5.8
S2889,18.4,No,Yes,4,6.1
S2890,25.7,No,Yes,2,7.9
S2891,29.6,No,No,6,4.9
S2892,18.6,No,Yes,5,4.4
S2893,27.8,No,Yes,2,6.8
S2894,22.1,No,Yes,1,8.3
S2895,7.5,No,Yes,7,6.8
S2896,15.4,No,Yes,9,8.0
S2897,21.5,No,Yes,9,8.5
S2898,22.6,No,Yes,10,4.4
S2899,26.5,No,Yes,3,6.9
S2900,20.9,Yes,Yes,6,8.2
S2901,7.3,No,No,10,7.2
S2902,8.6,No,Yes,1,7.0
S2903,13.2,No,Yes,1,7.9
S2904,12.4,No,No,6,7.5
S2905,10.5,Yes,Yes,6,6.5
S2906,20.4,No,Yes,5,4.2
S2907,15.7,No,Yes,6,7.1
S2908,22.1,No,No,10,5.1
S2909,14.7,No,Yes,5,5.3
S2910,11.9,No,Yes,6,7.4
S2911,18.8,No,No,9,6.3
S2912,7.4,No,Yes,7,7.6
S2913,29.7,Yes,Yes,3,6.0
S2914,21.4,No,Yes,9,8.4
S2915,8.1,Yes,Yes,6,6.1
S2916,20.6,Yes,Yes,5,6.5
S2917,6.9,No,Yes,4,4.6
S2918,17.7,No,Yes,10,6.5
S2919,12.3,No,Yes,1,5.2
S2920,22.5,Yes,Yes,7,7.8
S2921,17.2,Yes,Yes,5,7.6
S2922,24.6,No,No,1,4.1
S2923,10.7,Yes,Yes,4,6.5
S2924,21.4,Yes,Yes,10,4.2
S2925,22.2,No,Yes,1,6.8
S2926,16.9,Yes,Yes,10,8.5
S2927,26.5,Yes,Yes,4,8.3
S2928,8.7,No,Yes,7,5.2
S2929,24.0,Yes,No,9,4.7
S2930,8.3,No,Yes,2,8.0
S2931,8.9,No,No,4,6.7
S2932,10.0,Yes,Yes,1,6.1
S2933,21.5,No,Yes,6,8.1
S2934,21.0,No,Yes,8,5.3
S2935,16.1,Yes,No,3,5.1
S2936,12.9,Yes,Yes,5,7.1
S2937,20.3,No,Yes,1,5.4
S2938,8.6,No,Yes,5,6.1
S2939,20.7,Yes,Yes,1,6.3
S2940,5.3,No,Yes,5,5.0
S2941,8.6,No,Yes,9,4.3
S2942,22.7,No,Yes,7,7.8
S2943,26.8,No,Yes,7,7.9
S2944,6.9,Yes,Yes,9,7.0
S2945,21.0,No,Yes,5,4.7
S2946,6.5,Yes,Yes,8,6.4
S2947,27.0,Yes,Yes,7,4.9
S2948,14.8,Yes,Yes,6,8.4
S2949,23.5,Yes,Yes,6,7.5
S2950,9.3,Yes,Yes,7,4.2
S2951,26.5,No,Yes,10,4.0
S2952,15.7,No,Yes,3,8.9
S2953,10.2,No,Yes,5,4.2
S2954,19.3,No,Yes,2,8.3
S2955,12.2,No,Yes,5,8.8
S2956,12.2,No,Yes,8,5.5
S2957,7.9,No,Yes,7,6.7
S2958,10.3,Yes,Yes,3,7.2
S2959,24.9,No,Yes,7,6.6
S2960,18.1,Yes,No,2,5.1
S2961,13.9,No,Yes,4,6.9
S2962,28.2,No,Yes,10,5.3
S2963,24.9,Yes,Yes,2,4.8
S2964,12.8,Yes,Yes,7,6.5
S2965,7.8,No,Yes,5,5.9
S2966,9.6,No,Yes,9,4.1
S2967,21.9,No,No,7,8.7
S2968,19.1,Yes,Yes,2,4.2
S2969,29.5,Yes,Yes,4,8.5
S2970,5.3,No,Yes,3,4.9
S2971,26.9,Yes,Yes,10,4.7
S2972,5.4,No,Yes,2,4.3
S2973,15.6,No,Yes,2,6.1
S2974,27.9,No,Yes,8,6.9
S2975,21.5,No,No,6,8.5
S2976,19.6,No,Yes,3,7.9
S2977,12.8,No,Yes,8,4.8
S2978,29.2,Yes,Yes,3,4.8
S2979,9.2,Yes,Yes,5,4.0
S2980,11.7,No,Yes,1,7.4
S2981,16.3,No,Yes,1,4.1
S2982,8.2,No,Yes,10,4.7
S2983,15.6,Yes,Yes,2,7.2
S2984,6.0,No,Yes,7,4.8
S2985,28.1,No,Yes,1,4.8
S2986,13.1,Yes,Yes,7,5.2
S2987,20.8,Yes,No,10,5.9
S2988,26.8,No,Yes,9,4.0
S2989,25.5,No,No,5,7.7
S2990,26.8,No,Yes,6,7.9
S2991,23.0,No,Yes,10,5.8
S2992,9.8,Yes,No,7,8.0
S2993,14.2,No,Yes,8,5.4
S2994,17.8,No,Yes,2,8.9
S2995,13.4,Yes,Yes,2,6.0
S2996,28.9,No,Yes,9,7.3
S2997,25.2,Yes,Yes,6,5.6
S2998,25.0,No,Yes,7,6.3
S2999,14.0,No,Yes,5,7.2
S3000,23.9,No,Yes,1,5.7
S3001,20.4,No,Yes,8,7.3
S3002,14.4,No,Yes,1,4.7
S3003,12.7,No,Yes,1,6.4
S3004,24.7,No,Yes,2,5.4
S3005,19.9,No,Yes,5,8.6
S3006,5.9,Yes,No,4,8.1
S3007,5.5,No,Yes,4,6.4
S3008,26.0,No,Yes,1,6.3
S3009,7.2,Yes,Yes,1,8.2
S3010,18.0,Yes,Yes,10,7.5
S3011,20.2,No,Yes,2,7.4
S3012,27.9,No,Yes,2,6.7
S3013,17.9,Yes,Yes,1,8.3
S3014,9.9,Yes,Yes,10,4.9
S3015,11.5,Yes,Yes,8,8.3
S3016,6.2,No,Yes,3,6.6
S3017,10.6,No,Yes,8,7.1
S3018,25.4,No,Yes,5,8.8
S3019,23.9,No,Yes,3,6.1
S3020,7.0,Yes,Yes,6,7.3
S3021,17.0,No,Yes,2,6.6
S3022,12.5,No,Yes,1,8.7
S3023,21.2,Yes,Yes,9,6.4
S3024,29.0,No,Yes,3,5.3
S3025,20.8,No,No,7,6.4
S3026,23.6,No,Yes,9,8.6
S3027,15.0,No,Yes,4,6.5
S3028,5.8,No,Yes,9,4.7
S3029,15.5,Yes,Yes,4,6.7
S3030,17.8,No,Yes,2,5.9
S3031,17.3,No,Yes,6,7.2
S3032,10.8,Yes,Yes,9,5.2
S3033,16.9,No,Yes,3,5.6
S3034,22.9,No,Yes,2,6.6
S3035,12.8,No,Yes,5,4.6
S3036,20.9,No,Yes,7,5.1
S3037,8.8,No,Yes,6,8.0
S3038,12.0,Yes,Yes,4,8.7
S3039,27.1,Yes,Yes,9,8.8
S3040,20.7,No,Yes,1,8.7
S3041,7.1,Yes,No,10,8.7
S3042,11.6,No,Yes,1,8.1
S3043,29.8,No,Yes,7,7.7
S3044,11.8,No,Yes,5,5.2
